

1.000000 2.000000
2.000000 -0.042000
3.000000 -0.144000
4.000000 -0.110000
5.000000 -2.140000
6.000000 -0.037000
7.000000 0.124000
8.000000 0.139000
9.000000 0.478000
10.000000 0.215000

1.000000 0.000000
2.000000 0.000000
3.000000 0.000000
4.000000 0.000000
5.000000 0.000000
6.000000 0.000000
7.000000 0.000000
8.000000 0.000000
9.000000 0.000000
10.000000 0.000000

1.000000 0.858000
2.000000 0.788000
3.000000 0.726000
4.000000 0.739000
5.000000 -0.478000
6.000000 0.801000
7.000000 -0.590000
8.000000 0.882000
9.000000 0.830000
10.000000 0.814000

1.000000 0.000000
2.000000 0.000000
3.000000 0.000000
4.000000 0.000000
5.000000 0.000000
6.000000 0.000000
7.000000 0.000000
8.000000 0.000000
9.000000 0.000000
10.000000 0.000000

1.000000 0.936000
2.000000 0.875000
3.000000 0.814000
4.000000 0.977000
5.000000 0.975000
6.000000 0.827000
7.000000 -0.411000
8.000000 0.958000
9.000000 0.911000
10.000000 0.990000

1.000000 0.000000
2.000000 0.000000
3.000000 0.000000
4.000000 0.000000
5.000000 0.000000
6.000000 0.000000
7.000000 0.000000
8.000000 0.000000
9.000000 0.000000
10.000000 0.000000

1.000000 0.828000
2.000000 0.721000
3.000000 -0.506000
4.000000 0.870000
5.000000 0.865000
6.000000 0.912000
7.000000 -0.461000
8.000000 0.847000
9.000000 0.782000
10.000000 0.882000

1.000000 0.000000
2.000000 0.000000
3.000000 0.000000
4.000000 0.000000
5.000000 0.000000
6.000000 0.000000
7.000000 0.000000
8.000000 0.000000
9.000000 0.000000
10.000000 0.000000

1.000000 0.690000
2.000000 0.631000
3.000000 0.697000
4.000000 0.808000
5.000000 0.984000
6.000000 0.857000
7.000000 -1.014000
8.000000 0.727000
9.000000 0.720000
10.000000 0.826000

1.000000 0.000000
2.000000 0.000000
3.000000 0.000000
4.000000 0.000000
5.000000 0.000000
6.000000 0.000000
7.000000 0.000000
8.000000 0.000000
9.000000 0.000000
10.000000 0.000000

1.000000 0.389000
2.000000 -1.227000
3.000000 0.490000
4.000000 0.604000
5.000000 0.852000
6.000000 0.674000
7.000000 0.581000
8.000000 0.524000
9.000000 0.504000
10.000000 0.637000

1.000000 0.000000
2.000000 0.000000
3.000000 0.000000
4.000000 0.000000
5.000000 0.000000
6.000000 0.000000
7.000000 0.000000
8.000000 0.000000
9.000000 0.000000
10.000000 0.000000

1.000000 8.000000
2.000000 8.000000
3.000000 8.000000
4.000000 8.000000
5.000000 8.000000
6.000000 8.000000
7.000000 8.000000
8.000000 8.000000
9.000000 8.000000
10.000000 8.000000

1.000000 0.000000
2.000000 0.000000
3.000000 0.000000
4.000000 0.000000
5.000000 0.000000
6.000000 0.000000
7.000000 0.000000
8.000000 0.000000
9.000000 0.000000
10.000000 0.000000

1.000000 9.000000
2.000000 9.000000
3.000000 9.000000
4.000000 9.000000
5.000000 9.000000
6.000000 9.000000
7.000000 9.000000
8.000000 9.000000
9.000000 9.000000
10.000000 9.000000

1.000000 0.000000
2.000000 0.000000
3.000000 0.000000
4.000000 0.000000
5.000000 0.000000
6.000000 0.000000
7.000000 0.000000
8.000000 0.000000
9.000000 0.000000
10.000000 0.000000

