0,00	0,00	3,10
1,00	0,00	-16,40
2,00	0,00	-28,50
3,00	0,00	-13,90
4,00	0,00	21,30
5,00	0,00	22,50
6,00	0,00	1,00
7,00	0,00	-23,00
8,00	0,00	3,70
9,00	0,00	-11,40
0,00	1,00	-36,90
1,00	1,00	-12,30
2,00	1,00	24,00
3,00	1,00	35,20
4,00	1,00	19,30
5,00	1,00	-29,10
6,00	1,00	-41,10
7,00	1,00	29,90
8,00	1,00	31,60
9,00	1,00	-23,10
0,00	2,00	6,70
1,00	2,00	-9,00
2,00	2,00	-13,90
3,00	2,00	-9,20
4,00	2,00	14,30
5,00	2,00	8,20
6,00	2,00	-29,30
7,00	2,00	-9,60
8,00	2,00	22,80
9,00	2,00	12,60
0,00	3,00	33,20
1,00	3,00	31,20
2,00	3,00	10,70
3,00	3,00	-12,60
4,00	3,00	-9,10
5,00	3,00	32,60
6,00	3,00	27,10
7,00	3,00	-18,10
8,00	3,00	-19,40
9,00	3,00	12,20
0,00	4,00	-1,40
1,00	4,00	2,40
2,00	4,00	25,50
3,00	4,00	18,90
4,00	4,00	-18,80
5,00	4,00	-3,50
6,00	4,00	19,20
7,00	4,00	6,80
8,00	4,00	-36,50
9,00	4,00	-15,80
0,00	5,00	-34,40
1,00	5,00	-32,80
2,00	5,00	0,50
3,00	5,00	29,20
4,00	5,00	8,70
5,00	5,00	-24,22
6,00	5,00	-13,00
7,00	5,00	17,80
8,00	5,00	-7,30
9,00	5,00	-28,00
0,00	6,00	-24,20
1,00	6,00	-21,40
2,00	6,00	-24,50
3,00	6,00	10,70
4,00	6,00	29,80
5,00	6,00	-4,40
6,00	6,00	-28,00
7,00	6,00	7,40
8,00	6,00	27,90
9,00	6,00	-14,50
0,00	7,00	0,30
1,00	7,00	1,10
2,00	7,00	-27,80
3,00	7,00	-21,80
4,00	7,00	4,86
5,00	7,00	-8,00
6,00	7,00	-15,40
7,00	7,00	1,30
8,00	7,00	30,00
9,00	7,00	-2,60
0,00	8,00	15,10
1,00	8,00	11,80
2,00	8,00	-18,00
3,00	8,00	-24,60
4,00	8,00	1,60
5,00	8,00	7,80
6,00	8,00	-18,10
7,00	8,00	-19,70
8,00	8,00	19,80
9,00	8,00	-9,60
0,00	9,00	16,70
1,00	9,00	22,40
2,00	9,00	-13,30
3,00	9,00	-22,20
4,00	9,00	-13,10
5,00	9,00	9,50
6,00	9,00	3,30
7,00	9,00	-19,20
8,00	9,00	-16,50
9,00	9,00	15,00
