0,00	0,00	-30,80
1,00	0,00	-37,30
2,00	0,00	-51,60
3,00	0,00	18,80
4,00	0,00	5,40
5,00	0,00	-8,70
6,00	0,00	-23,10
7,00	0,00	29,00
8,00	0,00	40,80
9,00	0,00	-48,00
0,00	1,00	8,10
1,00	1,00	36,20
2,00	1,00	-10,60
3,00	1,00	4,40
4,00	1,00	-38,80
5,00	1,00	-55,00
6,00	1,00	41,10
7,00	1,00	53,70
8,00	1,00	-59,80
9,00	1,00	10,90
0,00	2,00	-69,60
1,00	2,00	-48,00
2,00	2,00	4,20
3,00	2,00	46,90
4,00	2,00	49,90
5,00	2,00	-61,00
6,00	2,00	-14,10
7,00	2,00	76,10
8,00	2,00	47,20
9,00	2,00	-65,10
0,00	3,00	-25,80
1,00	3,00	-40,10
2,00	3,00	-73,60
3,00	3,00	-75,70
4,00	3,00	45,30
5,00	3,00	41,40
6,00	3,00	-24,60
7,00	3,00	-3,30
8,00	3,00	42,90
9,00	3,00	16,40
0,00	4,00	66,90
1,00	4,00	59,20
2,00	4,00	-12,90
3,00	4,00	-78,30
4,00	4,00	-28,30
5,00	4,00	76,10
6,00	4,00	65,30
7,00	4,00	-47,30
8,00	4,00	-42,60
9,00	4,00	51,10
0,00	5,00	1,60
1,00	5,00	-8,30
2,00	5,00	44,60
3,00	5,00	-10,10
4,00	5,00	-52,50
5,00	5,00	7,78
6,00	5,00	60,70
7,00	5,00	30,60
8,00	5,00	-84,20
9,00	5,00	-1,90
0,00	6,00	-12,90
1,00	6,00	-58,40
2,00	6,00	4,60
3,00	6,00	73,00
4,00	6,00	-0,60
5,00	6,00	-62,60
6,00	6,00	-0,60
7,00	6,00	38,30
8,00	6,00	-36,40
9,00	6,00	3,40
0,00	7,00	-35,10
1,00	7,00	-50,40
2,00	7,00	-17,10
3,00	7,00	67,60
4,00	7,00	45,43
5,00	7,00	-35,40
6,00	7,00	-15,80
7,00	7,00	41,60
8,00	7,00	25,30
9,00	7,00	-45,10
0,00	8,00	-15,80
1,00	8,00	-35,30
2,00	8,00	-10,00
3,00	8,00	32,30
4,00	8,00	30,70
5,00	8,00	-22,50
6,00	8,00	-33,90
7,00	8,00	15,90
8,00	8,00	33,60
9,00	8,00	-36,30
0,00	9,00	-11,50
1,00	9,00	6,80
2,00	9,00	-13,00
3,00	9,00	13,40
4,00	9,00	10,30
5,00	9,00	-0,80
6,00	9,00	-51,60
7,00	9,00	-2,80
8,00	9,00	31,70
9,00	9,00	-59,50
