0,00	0,00	-93,40
1,00	0,00	-70,70
2,00	0,00	-44,50
3,00	0,00	-31,30
4,00	0,00	62,70
5,00	0,00	50,20
6,00	0,00	2,00
7,00	0,00	-5,20
8,00	0,00	-12,60
9,00	0,00	89,60
0,00	1,00	-15,90
1,00	1,00	-19,30
2,00	1,00	35,30
3,00	1,00	53,40
4,00	1,00	59,30
5,00	1,00	36,20
6,00	1,00	-74,60
7,00	1,00	-47,60
8,00	1,00	26,80
9,00	1,00	-29,10
0,00	2,00	8,80
1,00	2,00	5,50
2,00	2,00	-32,40
3,00	2,00	-58,10
4,00	2,00	-50,30
5,00	2,00	19,00
6,00	2,00	52,70
7,00	2,00	23,60
8,00	2,00	-14,00
9,00	2,00	60,80
0,00	3,00	22,22
1,00	3,00	73,90
2,00	3,00	92,00
3,00	3,00	54,60
4,00	3,00	-5,40
5,00	3,00	-44,60
6,00	3,00	-18,50
7,00	3,00	55,80
8,00	3,00	16,10
9,00	3,00	-34,70
0,00	4,00	-14,40
1,00	4,00	-67,40
2,00	4,00	-75,90
3,00	4,00	-25,90
4,00	4,00	99,40
5,00	4,00	122,20
6,00	4,00	-31,30
7,00	4,00	-74,50
8,00	4,00	-53,30
9,00	4,00	-9,40
0,00	5,00	96,10
1,00	5,00	89,30
2,00	5,00	72,80
3,00	5,00	19,00
4,00	5,00	-81,00
5,00	5,00	-38,50
6,00	5,00	45,40
7,00	5,00	15,50
8,00	5,00	-63,60
9,00	5,00	9,60
0,00	6,00	-26,90
1,00	6,00	-25,60
2,00	6,00	62,10
3,00	6,00	107,70
4,00	6,00	-2,00
5,00	6,00	-74,00
6,00	6,00	-63,60
7,00	6,00	57,30
8,00	6,00	107,30
9,00	6,00	-58,30
0,00	7,00	-52,90
1,00	7,00	-49,20
2,00	7,00	-96,90
3,00	7,00	-39,60
4,00	7,00	20,40
5,00	7,00	26,80
6,00	7,00	0,50
7,00	7,00	-46,10
8,00	7,00	73,60
9,00	7,00	40,10
0,00	8,00	43,20
1,00	8,00	67,80
2,00	8,00	-29,20
3,00	8,00	-82,70
4,00	8,00	-52,40
5,00	8,00	15,00
6,00	8,00	85,10
7,00	8,00	37,70
8,00	8,00	-67,40
9,00	8,00	28,70
0,00	9,00	15,60
1,00	9,00	4,40
2,00	9,00	-4,00
3,00	9,00	-18,80
4,00	9,00	8,50
5,00	9,00	-12,90
6,00	9,00	79,00
7,00	9,00	57,20
8,00	9,00	24,60
9,00	9,00	-77,70
