0,00	0,00	32,90
1,00	0,00	-48,60
2,00	0,00	-28,40
3,00	0,00	51,20
4,00	0,00	28,30
5,00	0,00	-57,20
6,00	0,00	44,10
7,00	0,00	13,60
8,00	0,00	-61,70
9,00	0,00	51,10
0,00	1,00	-60,10
1,00	1,00	58,00
2,00	1,00	64,20
3,00	1,00	-33,20
4,00	1,00	-16,80
5,00	1,00	36,40
6,00	1,00	-48,60
7,00	1,00	-63,50
8,00	1,00	25,70
9,00	1,00	-23,90
0,00	2,00	98,70
1,00	2,00	4,30
2,00	2,00	1,10
3,00	2,00	46,30
4,00	2,00	-41,50
5,00	2,00	-73,00
6,00	2,00	31,90
7,00	2,00	13,70
8,00	2,00	-17,20
9,00	2,00	39,10
0,00	3,00	13,50
1,00	3,00	60,20
2,00	3,00	-32,40
3,00	3,00	-75,30
4,00	3,00	57,30
5,00	3,00	65,90
6,00	3,00	-18,20
7,00	3,00	40,70
8,00	3,00	17,50
9,00	3,00	-24,40
0,00	4,00	17,30
1,00	4,00	-64,10
2,00	4,00	36,50
3,00	4,00	35,20
4,00	4,00	-20,10
5,00	4,00	15,90
6,00	4,00	29,30
7,00	4,00	-49,40
8,00	4,00	-7,90
9,00	4,00	-29,40
0,00	5,00	56,30
1,00	5,00	54,80
2,00	5,00	-52,30
3,00	5,00	-8,30
4,00	5,00	35,70
5,00	5,00	-77,70
6,00	5,00	-20,50
7,00	5,00	-0,60
8,00	5,00	-71,80
9,00	5,00	37,70
0,00	6,00	-52,70
1,00	6,00	1,00
2,00	6,00	61,10
3,00	6,00	-52,50
4,00	6,00	-22,80
5,00	6,00	17,60
6,00	6,00	-71,90
7,00	6,00	56,00
8,00	6,00	-31,80
9,00	6,00	30,30
0,00	7,00	84,50
1,00	7,00	-83,20
2,00	7,00	-70,80
3,00	7,00	47,20
4,00	7,00	-37,60
5,00	7,00	35,70
6,00	7,00	10,60
7,00	7,00	-5,00
8,00	7,00	58,00
9,00	7,00	-24,60
0,00	8,00	-13,70
1,00	8,00	48,70
2,00	8,00	-100,40
3,00	8,00	17,20
4,00	8,00	21,10
5,00	8,00	-51,10
6,00	8,00	64,30
7,00	8,00	-51,90
8,00	8,00	64,80
9,00	8,00	-25,00
0,00	9,00	-117,10
1,00	9,00	5,10
2,00	9,00	-47,40
3,00	9,00	-88,10
4,00	9,00	90,50
5,00	9,00	-72,50
6,00	9,00	66,20
7,00	9,00	34,70
8,00	9,00	-36,10
9,00	9,00	28,00
